loan_id,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,date,loan_granted,loan_repaid
209626,1,,,7300,0.66,406,6951,1,71100,28,2,business,2012-11-14,1,1.0
617397,1,,,7400,0.46,2613,8360,1,18300,24,2,emergency_funds,2012-01-05,1,1.0
659748,0,1.0,0.0,6500,0.33,6083,2496,1,41100,29,0,investment,2012-08-23,1,1.0
128663,0,1.0,0.0,7800,0.49,765,3054,1,27500,40,2,home,2012-12-24,1,1.0
281929,1,,,8600,0.99,4224,1449,1,25700,44,2,business,2012-04-12,1,1.0
89468,0,1.0,0.0,6100,0.49,1460,1828,1,27100,43,6,home,2012-06-13,1,1.0
862280,1,,,1300,0.8,4307,3391,1,37000,59,2,business,2012-12-06,1,1.0
683535,1,,,4300,0.72,1468,7859,1,18500,36,1,business,2012-05-24,1,1.0
602395,1,,,8600,0.74,1360,5813,1,17900,38,8,business,2012-08-08,1,1.0
248463,0,1.0,0.0,6200,0.78,2083,4580,1,16700,40,4,home,2012-05-23,1,1.0
423669,0,1.0,0.0,8700,0.95,1082,9402,1,47600,30,1,investment,2012-02-10,1,1.0
235253,0,1.0,0.0,5000,0.82,1230,5322,1,25800,38,8,investment,2012-04-18,1,1.0
467774,0,1.0,0.0,4500,0.91,2651,1820,1,46100,27,3,home,2012-03-29,1,1.0
789419,1,,,4600,0.82,1656,5322,1,31500,58,4,business,2012-03-05,1,1.0
527317,1,,,3200,0.65,777,1370,1,37100,41,0,home,2012-08-29,1,1.0
252844,1,,,9000,0.09,2097,6291,1,42700,46,7,emergency_funds,2012-11-21,1,1.0
882027,1,,,4900,0.63,2627,5834,1,57200,77,3,home,2012-05-04,1,1.0
441135,0,1.0,0.0,7700,0.87,341,4703,1,28200,40,2,business,2012-07-05,1,1.0
552254,1,,,5000,0.58,2594,510,1,23800,24,1,home,2012-06-29,1,1.0
435907,0,0.0,0.0,6600,0.85,1802,7009,1,39600,56,3,business,2012-08-27,1,1.0
645968,1,,,3200,0.74,3912,4577,1,41300,32,1,business,2012-01-18,1,1.0
620639,1,,,5800,0.57,1974,10707,1,21200,68,3,investment,2012-11-20,1,1.0
632468,1,,,3100,0.73,3799,6922,1,37200,54,2,other,2012-06-27,1,1.0
676032,1,,,3200,0.67,2159,2985,1,5300,29,3,business,2012-01-26,1,1.0
81329,1,,,7300,0.75,3880,4020,1,42900,34,3,business,2012-06-20,1,1.0
858903,1,,,4000,0.63,2917,2070,1,53500,36,3,emergency_funds,2012-10-29,1,1.0
390384,0,1.0,1.0,6100,0.63,2635,5177,1,16800,49,8,investment,2012-05-21,1,1.0
465104,0,1.0,0.0,2100,0.85,3709,11540,1,19500,53,7,business,2012-01-27,1,1.0
520077,0,1.0,0.0,7900,0.72,4061,447,1,62000,39,8,investment,2012-02-14,1,1.0
888409,1,,,10200,0.96,3398,1768,1,36800,41,1,investment,2012-09-14,1,1.0
155575,0,1.0,0.0,3200,0.67,2178,3216,1,37900,41,0,home,2012-01-03,1,1.0
537883,1,,,5500,0.83,5992,3568,1,38200,19,1,investment,2012-02-09,1,1.0
386352,0,1.0,0.0,3000,0.63,3253,4774,1,52800,39,1,investment,2012-10-29,1,1.0
69033,0,0.0,0.0,5600,0.75,1392,4889,1,52800,63,2,home,2012-03-13,1,1.0
750187,1,,,4700,0.68,4601,5008,1,42000,44,3,home,2012-04-16,1,1.0
816499,1,,,8400,0.87,1847,6095,1,37200,40,3,investment,2012-01-04,1,1.0
592615,1,,,7800,0.49,703,7114,1,47000,35,3,business,2012-04-17,1,1.0
678828,0,1.0,0.0,4200,0.69,4231,4852,1,18600,39,2,home,2012-04-25,1,1.0
226902,0,1.0,0.0,6000,0.71,2103,5198,1,46400,58,1,investment,2012-06-22,1,1.0
351823,1,,,5300,0.71,1806,4545,1,16800,44,3,emergency_funds,2012-08-07,1,1.0
963629,1,,,4500,0.56,4460,1436,1,56400,53,8,business,2012-06-07,1,1.0
668828,1,,,6400,0.82,8183,4306,1,42900,20,2,business,2012-12-05,1,1.0
748041,1,,,3500,0.76,2752,1508,1,29200,42,4,investment,2012-01-17,1,1.0
247127,1,,,2400,0.76,2394,2090,1,57200,41,2,investment,2012-07-16,1,1.0
98932,0,1.0,0.0,2800,0.59,5824,3787,1,40800,30,3,investment,2012-06-20,1,1.0
601041,0,1.0,0.0,5500,0.51,658,1260,1,51500,50,4,business,2012-09-19,1,1.0
122207,0,0.0,0.0,5300,0.9,2409,4779,1,51300,44,2,investment,2012-12-20,1,1.0
165377,0,1.0,0.0,4600,0.83,4441,6877,1,59800,44,7,other,2012-02-20,1,1.0
86309,1,,,4200,0.68,7269,3262,1,46400,51,5,business,2012-10-16,1,1.0
837441,1,,,6400,0.26,2145,759,1,31300,34,2,investment,2012-04-03,1,1.0
851817,1,,,4600,0.33,2107,4901,1,31000,59,1,other,2012-03-14,1,1.0
556902,1,,,5100,0.78,1433,478,1,76800,43,1,investment,2012-03-01,1,1.0
28300,0,1.0,0.0,6400,0.96,2533,4034,1,4000,29,1,other,2012-09-03,1,1.0
317042,0,1.0,0.0,6300,0.4,1495,3821,1,34300,57,2,investment,2012-12-04,1,1.0
162792,1,,,6300,0.87,227,4269,1,51400,49,4,business,2012-04-23,1,1.0
75894,1,,,7700,0.6,1921,4743,1,30300,72,1,business,2012-07-26,1,1.0
182574,0,1.0,0.0,5800,0.71,616,6685,1,62900,33,1,investment,2012-09-03,1,1.0
221722,1,,,3400,0.85,735,3774,1,32300,36,1,investment,2012-03-29,1,1.0
613806,0,1.0,0.0,2500,0.67,2066,6528,1,7800,55,4,investment,2012-04-11,1,1.0
887818,1,,,2500,0.23,4376,2655,1,19400,47,2,other,2012-04-17,1,1.0
397043,0,1.0,0.0,6000,0.72,1467,3773,1,46600,28,6,business,2012-10-25,1,1.0
984527,1,,,2400,0.75,2341,4446,1,35900,44,4,business,2012-01-25,1,1.0
126840,0,1.0,1.0,4300,0.69,2210,5724,1,36600,39,5,other,2012-09-13,1,1.0
583944,1,,,2900,0.48,4142,5797,1,31100,40,2,business,2012-03-20,1,1.0
379196,1,,,6300,0.92,4366,4384,1,41100,56,1,business,2012-06-07,1,1.0
433978,0,1.0,0.0,6800,0.7,272,4005,1,23000,20,3,home,2012-07-09,1,1.0
893665,1,,,4800,0.63,2257,3565,1,48100,36,4,emergency_funds,2012-12-19,1,1.0
593887,0,1.0,0.0,4700,0.85,2492,3080,1,40800,40,5,other,2012-11-23,1,1.0
756404,1,,,3400,0.87,2028,4234,1,34200,47,3,business,2012-02-07,1,1.0
97703,0,1.0,0.0,5500,0.48,1037,5244,1,21600,34,2,business,2012-08-02,1,1.0
126611,1,,,2100,0.61,481,1434,1,38900,50,1,other,2012-06-25,1,1.0
834727,1,,,7300,0.82,960,7971,1,38400,37,1,home,2012-09-05,1,1.0
520981,1,,,7400,0.38,2671,46,1,28400,42,2,emergency_funds,2012-10-18,1,1.0
130741,1,,,3700,0.74,312,2366,1,23900,46,1,business,2012-01-31,1,1.0
51783,1,,,5500,0.58,4325,1954,1,29900,32,6,other,2012-02-21,1,1.0
543640,1,,,5000,0.59,1912,5852,1,50700,49,6,other,2012-02-14,1,1.0
567317,0,1.0,0.0,4800,0.81,6711,800,1,38400,63,4,home,2012-01-16,1,1.0
258086,1,,,9200,0.6,2608,4882,1,43900,34,8,investment,2012-04-05,1,1.0
934474,1,,,3700,0.85,1225,9536,1,43600,48,8,investment,2012-10-23,1,1.0
32594,1,,,4700,0.61,881,2991,1,38800,18,2,business,2012-09-18,1,1.0
48697,0,0.0,0.0,6600,0.35,1760,1434,1,43500,29,3,emergency_funds,2012-03-08,1,1.0
843038,0,1.0,1.0,3900,0.72,2219,9319,1,15000,40,2,investment,2012-10-23,1,1.0
53735,1,,,6200,0.7,1942,2835,1,31900,24,8,business,2012-04-10,1,1.0
799676,1,,,4000,0.54,2802,2637,1,30200,45,1,home,2012-10-23,1,1.0
911112,1,,,3800,0.59,1298,4549,1,36300,42,2,investment,2012-09-06,1,1.0
262261,1,,,2800,0.45,4107,6708,1,27200,54,1,investment,2012-07-17,1,1.0
849281,0,1.0,0.0,7700,0.72,4666,2002,1,43500,20,1,investment,2012-01-02,1,1.0
620136,1,,,6500,0.69,3702,4801,1,20800,31,0,investment,2012-04-17,1,1.0
954003,0,1.0,0.0,3100,0.99,581,3802,1,80300,23,6,home,2012-03-21,1,1.0
103042,1,,,3800,0.69,1914,4829,1,30000,20,0,home,2012-11-08,1,1.0
512443,0,1.0,0.0,6100,0.79,2623,2403,1,56100,65,2,business,2012-12-25,1,1.0
761009,1,,,2500,0.75,2069,6847,1,54900,37,1,investment,2012-12-25,1,1.0
791953,1,,,5100,0.54,784,4755,1,21800,45,4,investment,2012-03-22,1,1.0
464081,0,1.0,0.0,5300,0.7,3726,4123,1,49600,27,1,investment,2012-02-08,1,1.0
743722,1,,,7500,0.74,3249,195,1,47500,31,8,emergency_funds,2012-11-05,1,1.0
152319,0,1.0,0.0,3700,0.57,2666,6733,1,1500,18,5,other,2012-07-06,1,1.0
993250,0,0.0,0.0,6300,0.57,6219,6319,1,18000,31,7,investment,2012-08-21,1,1.0
164804,1,,,7200,0.43,2631,2125,1,44500,62,1,emergency_funds,2012-09-10,1,1.0
427715,0,1.0,0.0,3600,0.75,4196,9526,1,40100,36,1,investment,2012-08-15,1,1.0
720547,0,1.0,0.0,6400,0.8,4621,1049,1,20500,30,3,investment,2012-06-18,1,1.0
789009,1,,,7400,0.45,2980,4590,1,40000,52,1,investment,2012-09-07,1,1.0
714754,1,,,6300,0.52,5259,6204,1,51000,78,1,business,2012-03-26,1,1.0
170832,0,0.0,0.0,4000,0.98,1978,11543,1,52500,30,1,home,2012-03-06,1,1.0
109789,0,1.0,1.0,5600,0.87,2544,7140,1,10300,36,2,home,2012-01-24,1,1.0
92406,1,,,5600,0.42,1984,6552,1,40100,37,3,investment,2012-09-28,1,1.0
423887,1,,,5700,0.61,1348,6313,1,7400,30,0,business,2012-09-12,1,1.0
730017,0,1.0,0.0,5800,0.92,1175,3486,1,34500,40,1,business,2012-10-11,1,1.0
257981,1,,,6500,0.63,4843,2404,1,32700,38,4,investment,2012-05-23,1,1.0
981109,1,,,5200,0.55,760,1799,1,43900,23,8,business,2012-11-07,1,1.0
623836,1,,,1600,0.88,780,2786,1,52300,62,1,investment,2012-10-03,1,1.0
556224,1,,,10200,0.71,5096,6011,1,20600,67,2,home,2012-04-17,1,1.0
966987,0,1.0,0.0,8400,0.72,1290,4601,1,41000,24,1,investment,2012-10-03,1,1.0
47524,1,,,5400,0.27,443,3336,1,48500,59,1,emergency_funds,2012-09-18,1,1.0
648157,1,,,5800,0.41,1509,5458,1,47200,50,6,investment,2012-03-30,1,1.0
122364,0,1.0,0.0,4900,0.49,2433,3047,1,25400,40,8,business,2012-04-19,1,1.0
98636,0,1.0,0.0,7700,0.82,983,3149,1,17700,28,1,investment,2012-08-28,1,1.0
974993,1,,,4100,0.85,2238,5930,1,39600,42,4,investment,2012-11-22,1,1.0
785932,1,,,4700,0.71,858,4628,1,24100,49,1,investment,2012-07-11,1,1.0
902102,0,1.0,0.0,6300,0.96,1561,7838,1,21600,74,6,home,2012-05-15,1,1.0
343350,1,,,6500,0.54,1660,9839,1,31500,50,1,investment,2012-11-21,1,1.0
92864,0,1.0,0.0,10200,0.75,1299,6753,1,26800,64,2,investment,2012-01-17,1,1.0
745688,1,,,3800,0.73,3961,5351,1,31200,44,8,home,2012-07-31,1,1.0
710624,1,,,1400,0.89,3747,4559,1,51900,43,3,investment,2012-03-21,1,1.0
323842,1,,,3000,0.64,2046,6289,1,51400,29,0,other,2012-11-12,1,1.0
909947,0,1.0,0.0,10300,0.88,2277,7431,1,40100,44,8,other,2012-09-18,1,1.0
754876,1,,,5400,0.62,2416,3991,1,59400,54,1,business,2012-08-01,1,1.0
463380,0,1.0,0.0,3800,0.62,2804,6001,1,11300,38,3,investment,2012-05-22,1,1.0
379474,0,1.0,1.0,5200,0.7,1815,2631,1,23100,37,8,emergency_funds,2012-11-01,1,1.0
25802,1,,,4400,0.67,2868,1456,1,37000,42,2,home,2012-02-29,1,1.0
54670,0,1.0,0.0,3300,0.69,5215,4174,1,11500,40,2,business,2012-06-12,1,1.0
956657,0,0.0,0.0,3800,0.47,1641,8428,1,44300,46,8,other,2012-02-07,1,1.0
135809,0,0.0,0.0,0,,1221,7014,1,28900,28,3,emergency_funds,2012-08-03,1,1.0
233251,1,,,7200,0.48,5873,8228,1,42500,18,1,investment,2012-02-07,1,1.0
292177,1,,,7000,0.86,2195,4223,1,51500,28,5,investment,2012-11-16,1,1.0
523171,0,1.0,0.0,4700,0.86,373,2026,1,53400,39,3,business,2012-01-16,1,1.0
780022,1,,,5100,0.58,2004,1661,1,23700,46,3,emergency_funds,2012-01-26,1,1.0
305710,1,,,2200,0.43,1566,11528,1,55700,32,8,home,2012-08-27,1,1.0
746735,1,,,2100,0.36,1169,2155,1,49700,54,1,investment,2012-02-03,1,1.0
813075,0,1.0,0.0,3100,0.39,3045,5201,1,37400,22,2,business,2012-10-18,1,1.0
47503,0,1.0,0.0,6100,1.09,3546,8981,1,52200,46,2,emergency_funds,2012-07-26,1,1.0
502382,1,,,5800,0.64,5010,5316,1,49600,45,1,business,2012-03-08,1,1.0
413011,0,1.0,0.0,6700,0.47,1242,1833,1,44100,25,3,other,2012-01-03,1,1.0
959025,1,,,5000,0.35,2423,825,1,45100,29,4,other,2012-04-11,1,1.0
498020,0,1.0,0.0,3600,0.58,3840,3722,1,24400,47,1,home,2012-05-22,1,1.0
511224,0,1.0,0.0,4200,0.6,947,1186,1,31300,35,2,investment,2012-04-13,1,1.0
679250,0,1.0,0.0,2100,0.32,1626,4235,1,32400,41,3,investment,2012-10-12,1,1.0
893812,0,1.0,0.0,4500,0.99,4187,6954,1,39200,57,3,emergency_funds,2012-06-18,1,1.0
387786,0,1.0,0.0,7000,0.78,4982,4223,1,29800,68,8,business,2012-08-29,1,1.0
248984,1,,,5200,0.64,2354,6341,1,32900,25,4,other,2012-08-30,1,1.0
524140,0,1.0,0.0,3100,0.89,2506,6574,1,48300,49,1,other,2012-11-16,1,1.0
508975,1,,,5400,0.98,4433,5369,1,55100,37,2,investment,2012-12-04,1,1.0
710474,0,1.0,0.0,1700,0.58,2007,6379,1,9100,28,0,business,2012-05-21,1,1.0
237756,0,1.0,0.0,5300,0.69,2113,6071,1,41900,31,4,business,2012-01-09,1,1.0
958301,0,0.0,0.0,7600,0.42,4394,5286,1,18900,58,3,business,2012-03-06,1,1.0
125270,1,,,4400,0.58,362,8998,1,37500,54,8,investment,2012-06-25,1,1.0
998790,1,,,7900,0.7,144,5181,1,3600,58,3,investment,2012-03-27,1,1.0
877756,1,,,5600,0.37,436,2994,1,58100,59,3,investment,2012-09-12,1,1.0
375377,1,,,4900,0.74,1673,837,1,36300,37,5,business,2012-02-08,1,1.0
898272,0,1.0,0.0,3100,0.78,2428,635,1,49200,47,3,investment,2012-07-03,1,1.0
409555,1,,,6900,0.69,2580,3483,1,32700,33,8,investment,2012-03-26,1,1.0
315328,1,,,6900,0.89,1982,4083,1,48000,36,5,investment,2012-08-16,1,1.0
608794,0,1.0,1.0,5800,0.67,1971,4748,1,21300,32,1,investment,2012-08-17,1,1.0
335179,0,1.0,0.0,5500,0.89,1989,4728,1,46900,38,1,emergency_funds,2012-08-15,1,1.0
584879,1,,,7000,0.71,242,3767,1,42200,45,8,business,2012-01-23,1,1.0
81873,1,,,5300,0.61,1900,4640,1,18900,51,3,home,2012-10-08,1,1.0
835968,1,,,10200,0.66,2087,4616,1,30600,26,1,investment,2012-08-20,1,1.0
781812,1,,,5400,0.96,3593,6650,1,59400,30,1,business,2012-04-17,1,1.0
676916,0,1.0,0.0,1800,0.75,718,14,1,19400,46,8,other,2012-03-12,1,1.0
274199,1,,,8600,0.51,4020,1404,1,21200,27,3,investment,2012-10-12,1,1.0
600629,1,,,6800,0.88,4887,1444,1,45800,60,8,business,2012-01-19,1,1.0
509592,0,1.0,0.0,4200,0.41,109,5198,1,37600,38,3,investment,2012-08-21,1,1.0
200508,0,1.0,0.0,3500,0.93,144,7103,1,21300,46,8,investment,2012-10-15,1,1.0
777061,0,1.0,0.0,5500,0.49,1413,3657,1,17000,58,8,business,2012-01-23,1,1.0
211286,1,,,2100,0.5,4900,4901,1,32800,34,2,investment,2012-12-13,1,1.0
658909,1,,,4500,0.53,2647,4846,1,15100,52,6,business,2012-09-07,1,1.0
126317,1,,,3700,0.54,2812,8524,1,23300,65,3,business,2012-04-03,1,1.0
782636,1,,,3700,0.71,857,3197,1,52100,45,8,investment,2012-06-01,1,1.0
398919,1,,,2600,0.66,858,2407,1,22800,47,2,business,2012-02-27,1,1.0
759048,1,,,5200,0.53,4149,4711,1,67100,55,8,investment,2012-09-04,1,1.0
319083,0,1.0,0.0,3000,0.74,610,2320,1,13000,25,8,home,2012-11-15,1,1.0
931576,0,1.0,0.0,4700,0.62,3666,3302,1,40400,27,3,emergency_funds,2012-04-12,1,1.0
488210,1,,,7300,0.35,84,5826,1,38900,24,4,investment,2012-12-05,1,1.0
623734,1,,,4800,0.75,2561,4174,1,14500,22,7,investment,2012-12-11,1,1.0
923996,0,1.0,0.0,4500,0.74,1668,1258,1,54000,31,3,other,2012-05-31,1,1.0
254460,0,1.0,0.0,3000,0.89,1733,3483,1,12300,20,1,investment,2012-08-22,1,1.0
973055,0,1.0,0.0,5100,0.79,3747,4371,1,52700,21,1,investment,2012-05-15,1,1.0
746497,1,,,6100,0.94,2146,5257,1,39500,34,6,emergency_funds,2012-08-16,1,1.0
318682,0,1.0,0.0,6900,0.64,4282,2691,1,32700,28,1,emergency_funds,2012-06-15,1,1.0
522190,1,,,4600,0.49,2628,3449,1,11100,57,8,business,2012-04-17,1,1.0
412460,0,1.0,0.0,6300,0.66,3351,4047,1,41000,36,1,investment,2012-04-17,1,1.0
820799,0,1.0,0.0,3200,0.82,1766,6484,1,27700,32,4,business,2012-10-01,1,1.0
140307,1,,,2500,0.93,2768,5913,1,35300,39,1,business,2012-12-20,1,1.0
398744,0,1.0,1.0,5600,0.77,4904,1471,1,26500,60,2,investment,2012-02-23,1,1.0
966925,0,1.0,0.0,2400,0.71,807,7957,1,25400,34,1,home,2012-09-04,1,1.0
438476,0,1.0,0.0,2200,0.9,4117,2108,1,18100,32,8,home,2012-01-23,1,1.0
866724,0,1.0,0.0,3100,0.64,1234,1329,1,43000,54,3,other,2012-11-27,1,1.0
526173,0,1.0,0.0,8300,0.69,2008,2827,1,36700,65,1,home,2012-09-14,1,1.0
838688,0,1.0,0.0,6300,0.71,329,3613,1,23600,21,2,other,2012-02-22,1,1.0
658126,0,1.0,0.0,2000,0.43,3726,7560,1,48600,53,1,business,2012-06-25,1,1.0
679907,1,,,3800,0.7,1600,7274,1,62100,35,0,other,2012-11-19,1,1.0
360490,1,,,4300,0.77,843,5076,1,27700,55,8,home,2012-07-11,1,1.0
734535,1,,,7200,0.73,2537,1054,1,34400,44,1,home,2012-04-27,1,1.0
875075,0,1.0,0.0,3400,0.58,1494,3005,1,18000,29,4,emergency_funds,2012-05-30,1,1.0
577761,0,1.0,0.0,8300,0.83,4160,5820,1,23300,44,2,investment,2012-12-03,1,1.0
598125,1,,,6100,0.96,684,7171,1,44000,63,4,investment,2012-11-26,1,1.0
184535,1,,,8300,0.8,2883,221,1,14000,45,8,business,2012-11-22,1,1.0
257883,1,,,5000,0.81,2101,2100,1,46600,21,4,business,2012-08-20,1,1.0
642924,0,1.0,0.0,5800,0.64,2403,3215,1,56700,40,5,other,2012-11-12,1,1.0
383257,0,0.0,0.0,7800,0.69,3872,3232,1,24800,28,3,investment,2012-10-10,1,1.0
266065,1,,,7900,0.59,4084,4143,1,47500,25,4,other,2012-09-04,1,1.0
850364,0,1.0,0.0,7800,0.75,5542,1919,1,27100,47,7,business,2012-04-25,1,1.0
839968,1,,,4500,0.71,2504,4287,1,25400,61,3,investment,2012-09-19,1,1.0
721898,0,1.0,0.0,6000,0.53,2043,3315,1,28000,37,2,home,2012-03-06,1,1.0
935941,1,,,6400,0.81,2794,1611,1,33700,60,3,business,2012-09-24,1,1.0
245428,0,1.0,1.0,6300,0.73,99,1654,1,39800,33,2,investment,2012-03-08,1,1.0
592239,1,,,5700,0.41,2447,3426,1,22300,35,3,home,2012-04-25,1,1.0
521426,1,,,5100,0.31,4608,5021,1,36500,42,8,investment,2012-08-17,1,1.0
330446,0,1.0,0.0,3200,0.81,3707,3916,1,34600,30,2,home,2012-02-14,1,1.0
39617,0,0.0,0.0,6300,0.9,1833,6248,1,41500,36,2,investment,2012-06-13,1,1.0
566990,0,1.0,1.0,7000,0.73,2644,4453,1,31600,39,2,business,2012-07-31,1,1.0
78209,1,,,2700,0.88,2512,2985,1,47800,47,1,home,2012-01-11,1,1.0
944107,0,1.0,0.0,5900,0.9,4076,4685,1,38200,26,5,business,2012-10-15,1,1.0
473131,1,,,5700,0.49,3655,5820,0,0,36,3,business,2012-04-03,1,1.0
542866,1,,,4900,0.56,4316,5235,1,38000,61,5,home,2012-12-07,1,1.0
903462,1,,,5600,0.58,768,766,1,49900,27,2,home,2012-05-31,1,1.0
989772,0,1.0,0.0,9300,0.63,871,2442,1,22700,62,1,business,2012-07-17,1,1.0
920105,1,,,4800,0.72,4863,3225,1,21800,65,7,home,2012-05-01,1,1.0
78858,1,,,6700,0.81,2245,1926,1,23100,28,1,investment,2012-02-29,1,1.0
127657,1,,,5700,0.81,784,4599,1,22800,31,1,business,2012-02-03,1,1.0
960594,0,0.0,0.0,5000,0.61,2521,4256,1,41900,40,8,investment,2012-09-19,1,1.0
403369,1,,,5300,0.64,2732,1679,1,21900,45,1,investment,2012-03-01,1,1.0
721464,1,,,4700,0.72,73,2628,0,0,23,2,business,2012-02-20,1,1.0
848269,1,,,5600,0.78,596,2464,1,31000,34,6,business,2012-05-16,1,1.0
27948,1,,,5200,0.85,5023,4475,1,30800,35,2,business,2012-11-22,1,1.0
177233,1,,,4800,0.61,1977,3929,1,37100,46,8,investment,2012-06-27,1,1.0
863649,0,1.0,0.0,4600,0.62,4261,5071,0,0,31,3,home,2012-09-19,1,1.0
930467,1,,,9300,0.52,1854,6062,1,35900,36,2,home,2012-06-13,1,1.0
116361,1,,,7000,0.75,947,3476,1,31800,48,3,home,2012-01-09,1,1.0
223715,0,0.0,0.0,6600,0.56,3012,862,1,27100,50,2,business,2012-12-20,1,1.0
232652,0,0.0,0.0,7100,0.99,4470,4958,1,36200,47,1,investment,2012-12-26,1,1.0
584837,1,,,2800,0.43,1222,4,1,55100,32,6,investment,2012-05-24,1,1.0
651525,1,,,6300,0.73,4214,4560,1,29400,58,6,other,2012-01-12,1,1.0
520877,1,,,7200,0.57,2570,5519,1,53500,52,3,investment,2012-05-22,1,1.0
650691,0,1.0,0.0,6100,0.55,768,3127,1,6800,29,5,home,2012-08-22,1,1.0
699216,1,,,7500,0.79,3006,5390,1,22200,42,2,business,2012-04-16,1,1.0
324095,1,,,6100,0.67,1819,2839,1,25200,19,8,home,2012-08-09,1,1.0
27141,0,1.0,0.0,8200,0.84,4745,2465,1,24500,28,3,other,2012-10-29,1,1.0
43859,0,1.0,0.0,4900,0.61,2647,6257,1,9400,27,1,business,2012-09-17,1,1.0
915858,1,,,5900,0.73,2384,4730,1,44300,28,8,other,2012-12-05,1,1.0
15697,0,1.0,0.0,2700,0.17,1607,4118,1,49100,54,2,investment,2012-01-12,1,1.0
703749,1,,,4800,0.84,2716,3725,1,28700,42,1,other,2012-10-25,1,1.0
664644,1,,,4500,0.58,2601,5955,1,25600,41,6,investment,2012-09-19,1,1.0
9905,1,,,5300,0.71,3548,2843,1,41400,28,8,home,2012-04-23,1,1.0
292537,1,,,4700,0.45,2550,4793,1,28900,53,8,investment,2012-09-03,1,1.0
464390,1,,,5600,0.73,2443,2733,1,26600,46,8,business,2012-03-15,1,1.0
685191,1,,,3800,0.77,1756,2543,1,54600,32,4,investment,2012-04-12,1,1.0
688036,1,,,6800,0.85,713,3653,1,59100,57,1,business,2012-01-02,1,1.0
564448,0,1.0,0.0,3400,0.42,4966,7169,1,47900,31,5,business,2012-06-19,1,1.0
615667,1,,,6700,0.76,3313,3903,1,42600,68,3,home,2012-02-27,1,1.0
377306,0,1.0,0.0,7800,0.59,1537,112,1,35600,58,8,investment,2012-01-02,1,1.0
728004,1,,,6800,0.61,6061,4976,1,25800,62,4,home,2012-02-22,1,1.0
669890,0,1.0,0.0,6700,0.57,1372,4892,1,18900,43,7,home,2012-07-20,1,1.0
153251,1,,,6200,0.97,5219,5208,1,40800,30,2,business,2012-11-12,1,1.0
253174,1,,,4900,0.83,3359,6221,1,61200,73,2,business,2012-08-09,1,1.0
953712,1,,,5400,0.73,3281,3367,1,28100,75,4,investment,2012-12-18,1,1.0
102336,1,,,5500,0.48,1505,4113,1,51100,39,1,home,2012-07-16,1,1.0
575635,0,1.0,0.0,7500,0.7,4092,9097,1,52500,33,4,other,2012-03-29,1,1.0
449780,0,1.0,0.0,6700,0.63,2306,1560,1,47000,25,1,investment,2012-03-26,1,1.0
22175,0,1.0,0.0,5300,0.68,1214,5456,1,50000,59,1,home,2012-06-06,1,1.0
957352,0,1.0,0.0,3700,0.42,2875,7791,1,32400,43,2,investment,2012-09-24,1,1.0
317725,1,,,6200,0.86,7481,6537,1,43900,68,1,other,2012-04-10,1,1.0
492624,0,1.0,0.0,10100,0.69,3384,5804,1,55600,28,2,investment,2012-12-10,1,1.0
924378,1,,,6600,0.26,4401,6309,1,36800,30,8,emergency_funds,2012-04-19,1,1.0
484629,0,1.0,0.0,3500,0.73,3299,9552,1,52700,54,4,emergency_funds,2012-05-16,1,1.0
784385,0,0.0,1.0,4600,0.71,2844,5334,1,11800,46,3,home,2012-06-19,1,1.0
904490,0,1.0,0.0,2300,0.71,298,1302,0,0,50,3,home,2012-05-08,1,1.0
210060,1,,,7500,0.66,1748,3071,1,29100,34,8,home,2012-11-15,1,1.0
115870,1,,,6900,0.87,1740,4471,1,22700,34,5,investment,2012-01-17,1,1.0
78267,0,1.0,0.0,9700,0.37,2768,1302,1,16300,48,2,investment,2012-09-26,1,1.0
190593,0,1.0,0.0,3900,0.62,943,3851,1,42200,35,3,home,2012-11-29,1,1.0
10582,1,,,6700,0.75,2680,1505,1,42900,33,2,business,2012-05-16,1,1.0
988117,0,1.0,0.0,4400,0.55,1492,1233,1,19200,69,5,home,2012-03-01,1,1.0
609693,0,1.0,0.0,3500,0.89,3406,5798,1,37400,40,2,business,2012-08-31,1,1.0
753846,1,,,5000,0.5,6512,1219,1,24000,32,1,home,2012-07-03,1,1.0
494425,1,,,4700,0.88,1441,1404,1,53200,43,1,home,2012-02-14,1,1.0
937600,1,,,3200,0.65,3790,5662,1,22300,41,2,home,2012-10-12,1,1.0
857878,0,1.0,1.0,4300,0.66,2658,1421,0,0,50,1,investment,2012-01-11,1,1.0
912372,1,,,8200,0.64,4668,8989,1,40200,47,4,home,2012-07-19,1,1.0
459738,1,,,6100,1.0,6074,2299,1,20900,19,1,business,2012-08-20,1,1.0
542166,1,,,4200,0.33,3934,7294,1,31100,28,3,investment,2012-05-28,1,1.0
776879,1,,,3500,0.72,2321,4849,1,30600,45,3,home,2012-09-06,1,1.0
798408,0,1.0,0.0,4400,0.82,7997,3328,1,23600,47,3,home,2012-08-03,1,1.0
961355,1,,,2600,0.98,6183,4513,0,0,22,4,home,2012-02-02,1,1.0
18508,1,,,4700,0.66,2296,7710,1,29600,34,3,home,2012-11-30,1,1.0
691832,1,,,5100,0.85,2150,2908,1,28500,41,4,business,2012-05-03,1,1.0
