,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Dependents_nan,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Self_Employed_nan,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
342,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
343,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
344,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
345,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
346,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
347,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
348,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
349,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
350,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
351,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
352,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
353,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
354,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
355,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
356,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
357,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
358,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
359,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
360,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
361,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
362,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
363,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
364,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
365,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
366,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
367,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
368,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
369,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
370,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
371,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
372,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
373,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
374,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
375,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
376,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
377,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
378,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
379,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
380,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
381,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
382,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
383,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
384,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
385,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
386,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
387,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
388,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
389,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
390,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
391,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
392,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
393,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
394,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
395,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
396,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
397,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
398,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
399,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
400,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
401,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
402,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
403,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
404,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
405,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
406,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
407,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
408,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
409,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
410,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
411,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
412,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
413,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
414,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
415,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
416,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
417,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
418,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
419,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
420,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
421,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
