,Unnamed: 0_x,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Unnamed: 0_y,Gender_0,Gender_1,Married_0,Married_1,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_0,Education_1,Self_Employed_0,Self_Employed_1,Property_Area_0,Property_Area_1,Property_Area_2,Loan_Status_0,Loan_Status_1
163,204,LP002118,Female,No,0,Graduate,No,1937,1152,78.0,360.0,1.0,Semiurban,209,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
164,205,LP002123,Male,Yes,0,Graduate,No,2613,2417,123.0,360.0,1.0,Semiurban,210,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
165,206,LP002125,Male,Yes,1,Graduate,No,4960,2600,187.0,360.0,1.0,Semiurban,211,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
166,207,LP002148,Male,Yes,1,Graduate,No,3074,1083,146.0,360.0,1.0,Semiurban,212,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
167,208,LP002152,Female,No,0,Graduate,No,4213,0,80.0,360.0,1.0,Urban,213,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1
168,210,LP002167,Female,No,0,Graduate,No,2362,0,55.0,360.0,1.0,Urban,214,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
169,211,LP002168,Male,No,0,Graduate,No,5333,2400,200.0,360.0,0.0,Rural,215,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
170,212,LP002172,Male,Yes,3+,Graduate,Yes,5384,0,150.0,360.0,1.0,Semiurban,216,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
171,213,LP002176,Male,No,0,Graduate,No,5708,0,150.0,360.0,1.0,Rural,217,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
172,215,LP002184,Male,Yes,0,Not Graduate,No,2914,2130,150.0,300.0,1.0,Urban,220,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
173,216,LP002186,Male,Yes,0,Not Graduate,No,2747,2458,118.0,36.0,1.0,Semiurban,221,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
174,217,LP002192,Male,Yes,0,Graduate,No,7830,2183,212.0,360.0,1.0,Rural,222,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
175,218,LP002195,Male,Yes,1,Graduate,Yes,3507,3148,212.0,360.0,1.0,Rural,224,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
176,219,LP002208,Male,Yes,1,Graduate,No,3747,2139,125.0,360.0,1.0,Urban,225,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
177,221,LP002240,Male,Yes,0,Not Graduate,No,3500,2168,149.0,360.0,1.0,Rural,227,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
178,222,LP002245,Male,Yes,2,Not Graduate,No,2896,0,80.0,480.0,1.0,Urban,229,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
179,223,LP002253,Female,No,1,Graduate,No,5062,0,152.0,300.0,1.0,Rural,230,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
180,224,LP002256,Female,No,2,Graduate,Yes,5184,0,187.0,360.0,0.0,Semiurban,233,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
181,225,LP002257,Female,No,0,Graduate,No,2545,0,74.0,360.0,1.0,Urban,234,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
182,226,LP002264,Male,Yes,0,Graduate,No,2553,1768,102.0,360.0,1.0,Urban,235,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
183,227,LP002270,Male,Yes,1,Graduate,No,3436,3809,100.0,360.0,1.0,Rural,238,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
184,228,LP002279,Male,No,0,Graduate,No,2412,2755,130.0,360.0,1.0,Rural,239,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
185,229,LP002286,Male,Yes,3+,Not Graduate,No,5180,0,125.0,360.0,0.0,Urban,240,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
186,230,LP002294,Male,No,0,Graduate,No,14911,14507,130.0,360.0,1.0,Semiurban,241,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0
187,232,LP002306,Male,Yes,0,Graduate,No,1173,1594,28.0,180.0,1.0,Rural,242,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
188,233,LP002310,Female,No,1,Graduate,No,7600,0,92.0,360.0,1.0,Semiurban,243,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
189,234,LP002311,Female,Yes,0,Graduate,No,2157,1788,104.0,360.0,1.0,Urban,244,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
190,235,LP002316,Male,No,0,Graduate,No,2231,2774,176.0,360.0,0.0,Urban,245,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
191,236,LP002321,Female,No,0,Graduate,No,2274,5211,117.0,360.0,0.0,Semiurban,246,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
192,237,LP002325,Male,Yes,2,Not Graduate,No,6166,13983,102.0,360.0,1.0,Rural,247,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
193,238,LP002326,Male,Yes,2,Not Graduate,No,2513,1110,107.0,360.0,1.0,Semiurban,248,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
194,239,LP002329,Male,No,0,Graduate,No,4333,0,66.0,480.0,1.0,Urban,249,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
195,240,LP002333,Male,No,0,Not Graduate,No,3844,0,105.0,360.0,1.0,Urban,250,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
196,241,LP002339,Male,Yes,0,Graduate,No,3887,1517,105.0,360.0,0.0,Semiurban,251,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0
197,242,LP002344,Male,Yes,0,Graduate,No,3510,828,105.0,360.0,1.0,Semiurban,252,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
198,244,LP002354,Female,No,0,Not Graduate,No,2107,0,64.0,360.0,1.0,Semiurban,253,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
199,246,LP002358,Male,Yes,2,Graduate,Yes,5000,2166,150.0,360.0,1.0,Urban,254,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
200,248,LP002375,Male,Yes,0,Not Graduate,Yes,3943,0,64.0,360.0,1.0,Semiurban,255,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
201,249,LP002376,Male,No,0,Graduate,No,2925,0,40.0,180.0,1.0,Rural,256,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
202,250,LP002383,Male,Yes,3+,Graduate,No,3242,437,142.0,480.0,0.0,Urban,257,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
203,252,LP002389,Female,No,1,Graduate,No,4028,0,131.0,360.0,1.0,Semiurban,258,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
204,253,LP002394,Male,Yes,2,Graduate,No,4010,1025,120.0,360.0,1.0,Urban,261,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
205,254,LP002397,Female,Yes,1,Graduate,No,3719,1585,114.0,360.0,1.0,Urban,262,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
206,256,LP002400,Female,Yes,0,Graduate,No,3833,0,92.0,360.0,1.0,Rural,263,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
207,257,LP002402,Male,Yes,0,Graduate,No,3333,4288,160.0,360.0,1.0,Urban,264,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
208,258,LP002412,Male,Yes,0,Graduate,No,3007,3725,151.0,360.0,1.0,Rural,265,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
209,260,LP002417,Male,Yes,3+,Not Graduate,No,2792,2619,171.0,360.0,1.0,Semiurban,266,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
210,261,LP002420,Male,Yes,0,Graduate,No,2982,1550,110.0,360.0,1.0,Semiurban,267,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
211,263,LP002433,Male,Yes,1,Graduate,No,18840,0,234.0,360.0,1.0,Rural,269,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
212,264,LP002440,Male,Yes,2,Graduate,No,2995,1120,184.0,360.0,1.0,Rural,270,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
213,266,LP002442,Female,Yes,1,Not Graduate,No,3835,1400,112.0,480.0,0.0,Urban,271,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
214,267,LP002445,Female,No,1,Not Graduate,No,3854,3575,117.0,360.0,1.0,Rural,272,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
215,268,LP002450,Male,Yes,2,Graduate,No,5833,750,49.0,360.0,0.0,Rural,273,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
216,269,LP002471,Male,No,0,Graduate,No,3508,0,99.0,360.0,1.0,Rural,274,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
217,270,LP002476,Female,Yes,3+,Not Graduate,No,1635,2444,99.0,360.0,1.0,Urban,275,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
218,271,LP002482,Female,No,0,Graduate,Yes,3333,3916,212.0,360.0,1.0,Rural,276,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
219,272,LP002485,Male,No,1,Graduate,No,24797,0,240.0,360.0,1.0,Semiurban,277,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
220,273,LP002495,Male,Yes,2,Graduate,No,5667,440,130.0,360.0,0.0,Semiurban,278,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
221,274,LP002496,Female,No,0,Graduate,No,3500,0,94.0,360.0,0.0,Semiurban,280,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
222,275,LP002523,Male,Yes,3+,Graduate,No,2773,1497,108.0,360.0,1.0,Semiurban,281,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
223,277,LP002550,Female,No,0,Graduate,No,5769,0,110.0,180.0,1.0,Semiurban,282,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
224,280,LP002554,Male,No,0,Graduate,No,2166,2057,122.0,360.0,1.0,Semiurban,283,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
225,281,LP002561,Male,Yes,0,Graduate,No,5000,0,126.0,360.0,1.0,Rural,285,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
226,283,LP002568,Male,No,0,Not Graduate,No,9000,0,122.0,360.0,1.0,Rural,286,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
227,284,LP002570,Female,Yes,2,Graduate,No,10000,11666,460.0,360.0,1.0,Urban,287,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
228,288,LP002592,Male,No,0,Graduate,No,4983,0,141.0,360.0,1.0,Urban,288,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
229,290,LP002599,Male,Yes,0,Graduate,No,3667,2000,170.0,360.0,1.0,Semiurban,289,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
230,291,LP002604,Male,Yes,2,Graduate,No,3166,2833,145.0,360.0,1.0,Urban,290,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
231,292,LP002605,Male,No,0,Not Graduate,No,3271,0,90.0,360.0,1.0,Rural,291,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
232,293,LP002609,Female,Yes,0,Graduate,No,2241,2000,88.0,360.0,0.0,Urban,292,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
233,295,LP002612,Female,Yes,0,Graduate,No,2666,0,84.0,480.0,1.0,Semiurban,294,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
234,298,LP002635,Female,Yes,2,Not Graduate,No,3729,0,117.0,360.0,1.0,Semiurban,296,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
235,299,LP002639,Male,Yes,2,Graduate,No,4120,0,128.0,360.0,1.0,Rural,297,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
236,300,LP002644,Male,Yes,1,Graduate,Yes,7500,0,75.0,360.0,1.0,Urban,298,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
237,304,LP002711,Male,Yes,0,Graduate,No,2600,700,96.0,360.0,1.0,Semiurban,299,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
238,306,LP002721,Male,Yes,2,Graduate,Yes,7500,0,183.0,360.0,1.0,Rural,300,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
239,307,LP002735,Male,Yes,2,Not Graduate,No,3859,0,121.0,360.0,1.0,Rural,302,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
240,308,LP002744,Male,Yes,1,Graduate,No,6825,0,162.0,360.0,1.0,Rural,303,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
241,309,LP002745,Male,Yes,0,Graduate,No,3708,4700,132.0,360.0,1.0,Semiurban,304,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
242,310,LP002746,Male,No,0,Graduate,No,5314,0,147.0,360.0,1.0,Urban,306,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
243,311,LP002747,Female,No,3+,Graduate,No,2366,5272,153.0,360.0,0.0,Rural,307,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
244,313,LP002759,Male,Yes,2,Graduate,No,5000,0,149.0,360.0,1.0,Rural,308,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
245,314,LP002760,Female,No,0,Graduate,No,3767,0,134.0,300.0,1.0,Urban,310,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
246,315,LP002766,Female,Yes,0,Graduate,No,7859,879,165.0,180.0,1.0,Semiurban,311,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
247,316,LP002769,Female,Yes,0,Graduate,No,4283,0,120.0,360.0,1.0,Rural,312,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
248,317,LP002774,Male,Yes,0,Not Graduate,No,1700,2900,67.0,360.0,0.0,Urban,315,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
249,319,LP002781,Male,No,0,Graduate,No,3083,2738,120.0,360.0,1.0,Urban,316,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
250,320,LP002782,Male,Yes,1,Graduate,No,2667,1542,148.0,360.0,1.0,Rural,319,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
251,321,LP002786,Female,Yes,0,Not Graduate,No,1647,1762,181.0,360.0,1.0,Urban,320,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
252,322,LP002790,Male,Yes,3+,Graduate,No,3400,0,80.0,120.0,1.0,Urban,321,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
253,324,LP002793,Male,Yes,0,Graduate,No,5333,0,90.0,360.0,1.0,Rural,324,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
254,325,LP002802,Male,No,0,Graduate,No,2875,2416,95.0,6.0,0.0,Semiurban,325,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
255,327,LP002805,Male,Yes,2,Graduate,No,5041,700,150.0,360.0,1.0,Urban,326,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
256,328,LP002806,Male,Yes,3+,Graduate,Yes,6958,1411,150.0,360.0,1.0,Rural,327,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
257,330,LP002823,Male,Yes,0,Graduate,No,5509,0,143.0,360.0,1.0,Rural,328,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
258,331,LP002825,Male,Yes,3+,Graduate,No,9699,0,300.0,360.0,1.0,Urban,329,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
259,332,LP002826,Female,Yes,1,Not Graduate,No,3621,2717,171.0,360.0,1.0,Urban,330,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
260,333,LP002843,Female,Yes,0,Graduate,No,4709,0,113.0,360.0,1.0,Semiurban,331,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
261,334,LP002849,Male,Yes,0,Graduate,No,1516,1951,35.0,360.0,1.0,Semiurban,337,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
262,335,LP002850,Male,No,2,Graduate,No,2400,0,46.0,360.0,1.0,Urban,339,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
263,337,LP002856,Male,Yes,0,Graduate,No,2292,1558,119.0,360.0,1.0,Urban,340,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
264,338,LP002857,Male,Yes,1,Graduate,Yes,2360,3355,87.0,240.0,1.0,Rural,341,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
265,339,LP002858,Female,No,0,Graduate,No,4333,2333,162.0,360.0,0.0,Rural,342,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
266,340,LP002860,Male,Yes,0,Graduate,Yes,2623,4831,122.0,180.0,1.0,Semiurban,343,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
267,341,LP002867,Male,No,0,Graduate,Yes,3972,4275,187.0,360.0,1.0,Rural,345,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
268,342,LP002869,Male,Yes,3+,Not Graduate,No,3522,0,81.0,180.0,1.0,Rural,347,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
269,343,LP002870,Male,Yes,1,Graduate,No,4700,0,80.0,360.0,1.0,Urban,349,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
270,344,LP002876,Male,No,0,Graduate,No,6858,0,176.0,360.0,1.0,Rural,350,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
271,345,LP002878,Male,Yes,3+,Graduate,No,8334,0,260.0,360.0,1.0,Urban,351,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
272,346,LP002879,Male,Yes,0,Graduate,No,3391,1966,133.0,360.0,0.0,Rural,352,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
273,347,LP002885,Male,No,0,Not Graduate,No,2868,0,70.0,360.0,1.0,Urban,353,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
274,348,LP002890,Male,Yes,2,Not Graduate,No,3418,1380,135.0,360.0,1.0,Urban,354,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
275,349,LP002891,Male,Yes,0,Graduate,Yes,2500,296,137.0,300.0,1.0,Rural,356,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
276,350,LP002899,Male,Yes,2,Graduate,No,8667,0,254.0,360.0,1.0,Rural,357,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
277,352,LP002907,Male,Yes,0,Graduate,No,5817,910,109.0,360.0,1.0,Urban,358,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
278,353,LP002920,Male,Yes,0,Graduate,No,5119,3769,120.0,360.0,1.0,Rural,359,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
279,354,LP002921,Male,Yes,3+,Not Graduate,No,5316,187,158.0,180.0,0.0,Semiurban,360,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
280,355,LP002932,Male,Yes,3+,Graduate,No,7603,1213,197.0,360.0,1.0,Urban,361,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
281,356,LP002935,Male,Yes,1,Graduate,No,3791,1936,85.0,360.0,1.0,Urban,362,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
282,357,LP002952,Male,No,0,Graduate,No,2500,0,60.0,360.0,1.0,Urban,364,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
283,359,LP002962,Male,No,0,Graduate,No,4000,2667,152.0,360.0,1.0,Semiurban,365,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
284,361,LP002969,Male,Yes,1,Graduate,No,2269,2167,99.0,360.0,1.0,Semiurban,366,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
285,362,LP002971,Male,Yes,3+,Not Graduate,Yes,4009,1777,113.0,360.0,1.0,Urban,368,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
286,363,LP002975,Male,Yes,0,Graduate,No,4158,709,115.0,360.0,1.0,Urban,369,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
287,365,LP002986,Male,Yes,0,Graduate,No,5000,2393,158.0,360.0,1.0,Rural,370,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
288,366,LP002989,Male,No,0,Graduate,Yes,9200,0,98.0,180.0,1.0,Rural,371,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
